id,uit_id,title,context,question,answers,is_impossible,plausible_answers,hop
0074-0019-0005,uit_013567,Mặt trận Dân tộc Giải phóng miền Nam Việt Nam,"Ngày 15-12-1961 (mồng một Tết Tân Sửu), tại vùng giải phóng Tây Ninh, mặt trận đã làm lễ kết nạp Lực lượng võ trang giải phóng là thành viên chính thức. Tại cuộc mít-tinh này, Ban tổ chức đã giới thiệu đoàn chủ tịch (cũng là bộ phận lâm thời công khai của mặt trận) gồm các vị: Bác sĩ Phùng Văn Cung thay mặt giới trí thức Sài Gòn; Ông Nguyễn Văn Linh thay mặt Đảng nhân dân cách mạng Việt Nam; Ông Ung Ngọc Ky thay mặt Đảng dân chủ Việt Nam; Ông Nguyễn Văn Hiếu thay mặt Đảng xã hội cấp tiến Việt Nam; Ông Lê Thanh thay mặt Lực lượng quân giải phóng. Chủ tịch Ủy ban Trung ương Mặt trận là Nguyễn Hữu Thọ (1961).",Người đứng đầu Mặt trận là ai?,"{'text': [Nguyễn Hữu Thọ], 'answer_start': [591]}",False,,1
0126-0079-0006,uit_024845,Pháp,"Giáo dục bậc đại học được chia thành các đại học công lập và các Grande école danh giá có tuyển chọn như Sciences Po Paris về nghiên cứu chính trị, HEC Paris về kinh tế, Polytechnique và Mines ParisTech đào tạo các kỹ sư chất lượng cao, hay Trường Quốc gia Hành chính Pháp về sự nghiệp và Grands Corps của nhà nước. Các Grandes école bị chỉ trích do cáo buộc về chủ nghĩa tinh hoa; họ đào tạo ra nhiều người nếu không muốn nói là hầu hết các công chức, CEO và chính trị gia cấp cao của Pháp. Do giáo dục bậc đại học được nhà nước tài trợ nên chi phí rất thấp, học phí là từ €150 đến €700 tuỳ trường đại học và mức độ giáo dục khác nhau (cử nhân, thạc sĩ, tiến sĩ). Một người có thể đạt bằng thạc sĩ (trong 5 năm) với chỉ khoảng €750–3.500. Học phí tại các trường kỹ thuật công lập tương đương với đại học, dù cao hơn một chút (khoảng €700). Tuy nhiên, học phí có thể lên đến €7000 một năm trong các trường kỹ thuật tư thục, còn các trường kinh doanh tư hữu hoặc bán tư hữu có học phí lên đến €15.000 mỗi năm. Bảo hiểm y tế cho sinh viên miễn phí cho đến tuổi 20.",Hãy kể tên các đại học đầu tiên của Pháp?,"{'text': [], 'answer_start': []}",True,"{'text': ['Sciences Po Paris về nghiên cứu chính trị, HEC Paris về kinh tế, Polytechnique và Mines ParisTech đào tạo các kỹ sư chất lượng cao, hay Trường Quốc gia Hành chính Pháp về sự nghiệp và Grands Corps của nhà nước'], 'answer_start': [105]}",1
0080-0026-0006,uit_014949,Mali,"Môn thể thao phổ biến nhất ở Mali là bóng đá, vốn được chú ý hơn khi Mali là chủ nhà của Cúp bóng đá châu Phi 2002. Hầu hết các thành phố đều có các đội bóng địa phương; các đội bóng nổi tiếng ở tầm quốc gia là Djoliba AC, Stade Malien, và Real Bamako, tất cả đều ở thủ đô. Trẻ em thường dùng các mảnh vải rách được bó thành quả bóng để chơi. Quốc gia này cũng là nơi sản sinh nhiều cầu thủ xuất sắc có mặt trong đội hình tuyển Pháp như Salif Keita và Jean Tigana. Frédéric ""Fredi"" Kanouté, đạt danh hiệu Cầu thủ bóng đá châu Phi của năm 2007, hiện đang chơi cho câu lạc bộ Sevilla FC tại giải La Liga của Tây Ban Nha. Những cầu thủ khác cũng thi đấu tại Tây Ban Nha là Mahamadou Diarra, hiện đang là đội trưởng bóng đá Mali, đang chơi cho Real Madrid và Seydou Keita chơi cho FC Barcelona. Các cầu thủ khác hiện tại cũng đang thi đấu tại các giải bóng đá châu Âu như Mamady Sidibe (Stoke City), Mohammed Sissoko (Juventus), Sammy Traore (Paris Saint-Germain), Adama Coulibaly (AJ Auxerre), Kalifa Cisse và Jimmy Kebe (Reading F.C.), và Dramane Traoré (Lokomotiv Moskva). Bóng rổ cũng là một môn thể thao chính ở Mali; Đội tuyển bóng rổ quốc gia nữ Mali, do Hamchetou Maiga làm thủ lĩnh, đã tranh tài tại Thế vận hội Bắc Kinh 2008. Vật truyền thống (la lutte) là môn thể thao tương đối phổ biến, mặc dù đã suy giảm trong những năm gần đây. Trò chơi oware, một biến thể của môn mancala được chơi trong những lúc nhàn rỗi.",Mali đầu tư nhiều nhất vào môn thể thao nào?,"{'text': [], 'answer_start': []}",True,"{'text': [bóng đá], 'answer_start': [37]}",1
0057-0002-0003,uit_010260,Bồ Đào Nha,"Trong suốt thế kỷ XV và XVI, nhờ thám hiểm hàng hải, Bồ Đào Nha đã thành lập một đế quốc toàn cầu bao gồm những thuộc địa ở châu Phi, châu Á và Nam Mỹ, trở thành một trong những nền kinh tế, chính trị và quân sự mạnh nhất thế giới. Năm 1580, Bồ Đào Nha liên minh với Tây Ban Nha tạo thành Liên minh Iberia. Tuy nhiên vào năm 1640, Bồ Đào Nha cũng cố lại chủ quyền và độc lập trong cuộc Chiến tranh phục hồi Bồ Đào Nha, dẫn đến một triều đại mới được thành lập và trở về tình trạng chia tách của hai vương triều và đế quốc.","Năm 1580, Liên minh Iberia gồm những nước nào?","{'text': [Bồ Đào Nha liên minh với Tây Ban Nha], 'answer_start': [242]}",False,,1
0014-0023-0007,uit_002399,Thư viện Quốc gia Pháp,"Các phòng đọc của thư viện François-Mitterrand nằm ở hai tầng phía dưới, có hành lang chạy dọc theo khu vườn. Hầu hết tường, trần của các phòng đọc và hành lang đều được đặt những tấm lưới đan bằng sợi thép không rỉ giúp cách âm. Tầng trên, Haut-de-jardin dành cho Thư viện học tập, mở cửa cho tất cả công chúng trên 16 tuổi được tự do vào lựa chọn. Các tài liệu gồm sách, ấn phẩm định kỳ và tài liệu thính thị thuộc lĩnh vực kiến thức chung được lưu trữ trong nhiều căn phòng dọc khu vườn. Hai khoảng không gian hai phía đầu, dưới chân các tòa tháp, là nơi đón tiếp độc giả. Ngoài ra, Haut-de-jardin có những không gian dành cho triển lãm và phòng thư mục. Khác với Thư viện học tập, tại Thư viện nghiên cứu dưới tầng Rez-de-jardin, độc giả không được phép lựa chọn sách tại giá. Thay vào đó, thư viện cho lắp đặt một hệ thống đường ray nội bộ dài 8 km dẫn tới 150 điểm lấy sách để phục vụ độc giả. Rez-de-jardin cũng chính là điểm lưu trữ của bộ sưu tập các tài liệu quý hiếm của Thư viện Quốc gia Pháp. Tổng cộng hai tầng Haut-de-jardin và Rez-de-jardin bao gồm 23 phòng đọc, diện tích 40 nghìn mét vuông, có thể đón tiếp 3.314 độc giả.",Các căn phòng dọc hành lang được dùng để lưu trữ các dạng tài liệu thuộc lĩnh vực nào?,"{'text': [], 'answer_start': []}",True,"{'text': [kiến thức chung], 'answer_start': [426]}",1
0131-0048-0003,uit_026239,Johannes Kepler,"Cuộc tranh cãi về vị trí của Kepler trong cuộc Cách mạng Khoa học cũng sản sinh ra hàng loạt cuộc luận bàn triết học lẫn đại chúng. Trong số chúng có tầm ảnh hưởng lớn phải kể đến The Sleepwalkers (Những kẻ mộng du, 1959) của Arthur Koestler, trong đó Kepler rõ ràng là người anh hùng (cả về đạo đức, thần học, lẫn trí tuệ) của cuộc cách mạng. Các triết gia khoa học-như Charles Sanders Peirce, Norwood Russell Hanson, Stephen Toulmin, và Karl Popper-liên tục nhắc tới Kepler: các ví dụ về tính bất khả sánh, suy luận loại suy, tính khả kiểm, và nhiều khái niệm triết học khác đã được tìm thấy trong các tác phẩm của Kepler. Nhà vật lý Wolfgang Pauli thậm chí còn dùng tranh cãi quyền tác giả giữa Kepler với Robert Fludd để khám phá những ngụ ý của tâm lý học phân tích đối với nghiên cứu khoa học. Một tiểu thuyết lịch sử có ít nhiều hư cấu được đánh giá cao của John Banville, Kepler (1981), khám phá nhiều đề tài được phát triển trong tường thuật phi tiểu thuyết của Koestler và triết học khoa học. Chứa nhiều hư cấu hơn là một tác phẩm phi tiểu thuyết khác, Heavenly Intrigue (tạm dịch: Mưu mô Bầu trời, 2004), đề xuất rằng Kepler đã mưu sát Tycho Brahe để chiếm đoạt dữ liệu. Kepler mang một hình ảnh đại chúng như là biểu tượng của tính hiện đại khoa học và một người đi trước thời đại mình; tác giả phổ biến khoa học Carl Sagan mô tả ông là ""nhà vật lý thiên văn đầu tiên và nhà chiêm tinh khoa học cuối cùng"". Kepler cũng xuất hiện trong nhiều tác phẩm nghệ thuật khác, chẳng vở opera Die Harmonie der Welt và bản giao hưởng cùng tên của Paul Hindemith.",Cuốn The Sleepwalkers được dùng để chiến thắng cuộc tranh cãi nào?,"{'text': [Cuộc tranh cãi về vị trí của Kepler trong cuộc Cách mạng Khoa học], 'answer_start': [0]}",False,,1
0051-0036-0003,uit_008425,Malaysia,"Theo Hiến pháp, toàn bộ người Mã Lai được xem là người Hồi giáo. Số liệu từ cuộc điều tra dân số năm 2010 cho thấy rằng 83,6% người Trung Quốc xác định bản thân là Phật tử, và một lượng lớn các tín đồ theo Đạo giáo (3,4%) và Ki-tô giáo (11,1%), cùng với một nhóm nhỏ người Hồi sinh sống tại các khu vực như Penang. Phần lớn người Ấn Độ theo Ấn Độ giáo (86,2%), với một thiểu số quan trọng xác định bản thân là tín đồ Ki-tô giáo (6,0%) hay Hồi giáo (4,1%). Ki-tô giáo là tôn giáo chiếm ưu thế trong cộng đồng bumiputera phi Mã Lai (46,5%), và thêm 40,4% xác định bản thân là người Hồi giáo.",Phần lớn cộng đồng người Bumiputera phi Mã Lai theo tôn giáo nào?,"{'text': [Ki-tô giáo], 'answer_start': [456]}",False,,1
0005-0004-0008,uit_000319,Edward I của Anh,"Edward chào đời tại Cung điện Westminster vào đêm ngày 17–18 tháng 6, 1239, là con của Henry III và Eleanor xứ Provence.[a] Edward là một cái tên Anglo-Saxon, và không thường được đặt cho các thành viên hoàng tộc sau Cuộc chinh phục của người Norman, nhưng Henry rất tôn kính Edward the Confessor, và quyết định dùng tên này đặt làm tên thánh cho con trai trưởng của mình.[b] Trong số những người bạn hồi nhỏ của ông có Henry xứ Almain, con người anh trai của Henry là Richard xứ Cornwall. Henry xứ Almain vẫn tiếp tục là một người bạn thân thiết của hoàng tử, họ đồng hành trong cuộc nội chiến và sau đó là cuộc Thập tự chinh. Edward được chăm sóc bởi Hugh Giffard – phụt hân của Quan Thủ quỹ sau này Godfrey Giffard – cho đến khi Bartholomew Pecche lên thay khi Giffard chết năm 1246.",Bartholomew Pecche là ai?,"{'text': [], 'answer_start': []}",True,"{'text': [phụt hân của Quan Thủ quỹ sau này Godfrey Giffard], 'answer_start': [668]}",1
0138-0118-0006,uit_027822,Chiến tranh Đông Dương,"Từ tháng 9/1945, rải rác khắp ba miền, Đại Việt Quốc dân Đảng đã cho thành lập chiến khu ở Kép (Bắc Giang), Lạc Triệu (Bắc Giang), Yên Bái, Di Linh (huyện Nông Cống, Thanh Hóa), An Điền (huyện Thủ Đức, tỉnh Gia Định), An Thành (Vĩnh Long), và Ba Rài (Mỹ Tho) để xây dựng các căn cứ và xây dựng lực lượng quân sự mạnh chống Pháp và chính phủ Việt Nam Dân chủ Cộng hòa do Việt Minh lãnh đạo. Riêng ở Lạc Triệu và Yên Bái còn có trường huấn luyện sĩ quan. Chiến khu ở Kép (Bắc Giang) được Đại Việt Quốc dân Đảng đánh giá là một áp lực mạnh mẽ đối với chính phủ Việt Nam Dân chủ Cộng hòa, có thể ""sẵn sàng chuyển quân nhanh chóng về Hà Nội, ""dọn dẹp"" sạch sẽ Bắc Bộ Phủ (trụ sở của chính phủ Việt Nam Dân chủ Cộng hòa)"".",Vì sao Việt Minh lại có thể tạo ra sức ép rất lớn cho chiến khu ở Kép?,"{'text': [], 'answer_start': []}",True,"{'text': ['có thể ""sẵn sàng chuyển quân nhanh chóng về Hà Nội, ""dọn dẹp"" sạch sẽ Bắc Bộ Phủ (trụ sở của chính phủ Việt Nam Dân chủ Cộng hòa'], 'answer_start': [585]}",1
0021-0040-0001,uit_003354,Lịch sử thế giới,"Vàng và các nguồn tài nguyên từ châu Mỹ bắt đầu bị cướp đoạt khỏi tay những người châu Mỹ và được chất lên thuyền đem về châu Âu, cùng lúc đó số lượng lớn những người châu Âu thực dân bắt đầu di cư về phía tây. Để đáp ứng nh cầu lớn về lao động ở các thuộc địa mới, sự xuất khẩu ồ ạt những người châu Phi làm nô lệ bắt đầu. Ngay sau đó nhiều người châu Mỹ bắt đầu có đặc điểm di truyền từ các nô lệ. Ở Tây Phi, một loạt những quốc gia giàu có đã phát triển dọc theo Bờ biển nô lệ, bắt đầu trở nên thịnh vượng từ khai thác và bóc lột những người châu Phi nô lệ.",Người châu Âu đã làm gì với vàng và tài nguyên tại châu Mỹ?,"{'text': [cướp đoạt khỏi tay những người châu Mỹ và được chất lên thuyền đem về châu Âu], 'answer_start': [51]}",False,,1
